%Date	Daily Average Bottom Temperaure C (deg)-26 m. depth
2017 07 26 00 00 00	28.65
2017 07 27 00 00 00	29.26
2017 07 28 00 00 00	29.17
2017 07 29 00 00 00	28.71
2017 07 30 00 00 00	29.25
2017 07 31 00 00 00	28.51
2017 08 01 00 00 00	28.36
2017 08 02 00 00 00	28.31
2017 08 03 00 00 00	29.71
2017 08 04 00 00 00	28.69
2017 08 05 00 00 00	28.90
2017 08 06 00 00 00	29.47
2017 08 07 00 00 00	29.65
2017 08 08 00 00 00	29.09
2017 08 09 00 00 00	28.71
2017 08 10 00 00 00	28.68
2017 08 11 00 00 00	29.16
2017 08 12 00 00 00	29.78
2017 08 13 00 00 00	29.68
2017 08 14 00 00 00	29.64
2017 08 15 00 00 00	30.15
2017 08 16 00 00 00	30.06
2017 08 17 00 00 00	30.14
2017 08 18 00 00 00	30.11
2017 08 19 00 00 00	30.01
2017 08 20 00 00 00	29.75
2017 08 21 00 00 00	29.13
2017 08 22 00 00 00	28.60
2017 08 23 00 00 00	28.13
2017 08 24 00 00 00	29.64
2017 08 25 00 00 00	29.76
2017 08 26 00 00 00	29.50
2017 08 27 00 00 00	29.81
2017 08 28 00 00 00	29.56
2017 08 29 00 00 00	29.30
2017 08 30 00 00 00	29.35
2017 08 31 00 00 00	29.57
2017 09 01 00 00 00	29.22
2017 09 02 00 00 00	29.36
2017 09 03 00 00 00	29.11
2017 09 04 00 00 00	28.92
2017 09 05 00 00 00	29.14
2017 09 06 00 00 00	29.58
2017 09 07 00 00 00	29.83
2017 09 08 00 00 00	29.81
2017 09 09 00 00 00	29.17
2017 09 10 00 00 00	29.10
2017 09 11 00 00 00	28.86
2017 09 12 00 00 00	28.63
2017 09 13 00 00 00	28.22
2017 09 14 00 00 00	27.72
2017 09 15 00 00 00	27.36
2017 09 16 00 00 00	29.04
2017 09 17 00 00 00	29.40
2017 09 18 00 00 00	29.24
2017 09 19 00 00 00	29.24
2017 09 20 00 00 00	29.50
2017 09 21 00 00 00	28.98
2017 09 22 00 00 00	29.07
2017 09 23 00 00 00	28.94
2017 09 24 00 00 00	28.99
2017 09 25 00 00 00	28.89
2017 09 26 00 00 00	28.93
2017 09 27 00 00 00	28.52
2017 09 28 00 00 00	28.42
2017 09 29 00 00 00	28.38
2017 09 30 00 00 00	28.69
2017 10 01 00 00 00	28.57
2017 10 02 00 00 00	28.38
2017 10 03 00 00 00	26.99
2017 10 04 00 00 00	28.13
2017 10 05 00 00 00	28.03
2017 10 06 00 00 00	28.14
2017 10 07 00 00 00	28.31
2017 10 08 00 00 00	27.96
2017 10 09 00 00 00	27.97
2017 10 10 00 00 00	27.63
2017 10 11 00 00 00	27.46
2017 10 12 00 00 00	27.39
2017 10 13 00 00 00	27.63
2017 10 14 00 00 00	27.80
2017 10 15 00 00 00	27.37
2017 10 16 00 00 00	27.29
2017 10 17 00 00 00	27.30
2017 10 18 00 00 00	27.01
2017 10 19 00 00 00	26.86
2017 10 20 00 00 00	26.97
2017 10 21 00 00 00	27.01
2017 10 22 00 00 00	26.83
2017 10 23 00 00 00	26.76
2017 10 24 00 00 00	26.67
2017 10 25 00 00 00	26.64
2017 10 26 00 00 00	26.54
2017 10 27 00 00 00	26.36
2017 10 28 00 00 00	26.55
2017 10 29 00 00 00	26.17
2017 10 30 00 00 00	25.97
2017 10 31 00 00 00	25.91
2017 11 01 00 00 00	26.04
2017 11 02 00 00 00	25.82
2017 11 03 00 00 00	25.96
2017 11 04 00 00 00	26.23
2017 11 05 00 00 00	25.76
2017 11 06 00 00 00	25.91
2017 11 07 00 00 00	25.73
2017 11 08 00 00 00	25.39
2017 11 09 00 00 00	25.24
2017 11 10 00 00 00	25.15
2017 11 11 00 00 00	25.19
2017 11 12 00 00 00	25.09
2017 11 13 00 00 00	24.84
2017 11 14 00 00 00	24.74
2017 11 15 00 00 00	25.11
2017 11 16 00 00 00	24.77
2017 11 17 00 00 00	24.83
2017 11 18 00 00 00	-1000.00
2017 11 19 00 00 00	24.77
2017 11 20 00 00 00	24.68
2017 11 21 00 00 00	24.26
2017 11 22 00 00 00	23.88
2017 11 23 00 00 00	23.83
2017 11 24 00 00 00	23.92
2017 11 25 00 00 00	24.06
2017 11 26 00 00 00	24.25
2017 11 27 00 00 00	24.05
2017 11 28 00 00 00	23.76
2017 11 29 00 00 00	23.85
2017 11 30 00 00 00	23.97
2017 12 01 00 00 00	23.65
2017 12 02 00 00 00	-1000.00
2017 12 03 00 00 00	23.12
2017 12 04 00 00 00	23.08
2017 12 05 00 00 00	23.01
2017 12 06 00 00 00	22.46
2017 12 07 00 00 00	22.31
2017 12 08 00 00 00	22.58
2017 12 09 00 00 00	22.60
2017 12 10 00 00 00	22.26
2017 12 11 00 00 00	22.27
2017 12 12 00 00 00	21.96
2017 12 13 00 00 00	22.02
2017 12 14 00 00 00	22.46
2017 12 15 00 00 00	22.61
2017 12 16 00 00 00	22.80
2017 12 17 00 00 00	22.20
2017 12 18 00 00 00	22.20
2017 12 19 00 00 00	22.19
2017 12 20 00 00 00	22.33
2017 12 21 00 00 00	22.17
2017 12 22 00 00 00	22.09
2017 12 23 00 00 00	22.21
2017 12 24 00 00 00	21.97
2017 12 25 00 00 00	21.70
2017 12 26 00 00 00	21.73
2017 12 27 00 00 00	21.63
2017 12 28 00 00 00	21.59
2017 12 29 00 00 00	21.69
2017 12 30 00 00 00	21.57
2017 12 31 00 00 00	21.44
2018 01 01 00 00 00	21.20
2018 01 02 00 00 00	21.04
2018 01 03 00 00 00	21.05
2018 01 04 00 00 00	20.95
2018 01 05 00 00 00	20.54
2018 01 06 00 00 00	20.51
2018 01 07 00 00 00	20.60
2018 01 08 00 00 00	20.66
2018 01 09 00 00 00	20.85
2018 01 10 00 00 00	21.04
2018 01 11 00 00 00	20.88
2018 01 12 00 00 00	20.87
2018 01 13 00 00 00	20.91
2018 01 14 00 00 00	20.52
2018 01 15 00 00 00	20.47
2018 01 16 00 00 00	20.64
2018 01 17 00 00 00	21.01
2018 01 18 00 00 00	20.46
2018 01 19 00 00 00	20.12
2018 01 20 00 00 00	19.91
2018 01 21 00 00 00	20.40
2018 01 22 00 00 00	20.14
2018 01 23 00 00 00	19.81
2018 01 24 00 00 00	19.81
2018 01 25 00 00 00	19.95
2018 01 26 00 00 00	19.42
2018 01 27 00 00 00	19.09
2018 01 28 00 00 00	19.15
2018 01 29 00 00 00	19.41
2018 01 30 00 00 00	19.70
2018 01 31 00 00 00	19.56
2018 02 01 00 00 00	19.58
2018 02 02 00 00 00	19.87
2018 02 03 00 00 00	20.46
2018 02 04 00 00 00	20.39
2018 02 05 00 00 00	19.68
2018 02 06 00 00 00	19.55
2018 02 07 00 00 00	19.55
2018 02 08 00 00 00	19.66
2018 02 09 00 00 00	20.30
2018 02 10 00 00 00	20.15
2018 02 11 00 00 00	20.56
2018 02 12 00 00 00	20.36
2018 02 13 00 00 00	19.34
2018 02 14 00 00 00	18.25
2018 02 15 00 00 00	-1000.00
2018 02 16 00 00 00	18.64
2018 02 17 00 00 00	18.06
2018 02 18 00 00 00	17.96
2018 02 19 00 00 00	18.03
2018 02 20 00 00 00	18.12
2018 02 21 00 00 00	18.13
2018 02 22 00 00 00	18.13
2018 02 25 00 00 00	19.30
2018 02 26 00 00 00	19.20
2018 02 27 00 00 00	19.12
2018 02 28 00 00 00	18.49
2018 03 01 00 00 00	18.38
2018 03 02 00 00 00	18.36
2018 03 03 00 00 00	18.42
2018 03 04 00 00 00	19.40
2018 03 05 00 00 00	19.06
2018 03 06 00 00 00	18.69
2018 03 07 00 00 00	19.21
2018 03 08 00 00 00	19.09
2018 03 09 00 00 00	19.09
2018 03 10 00 00 00	19.31
2018 03 11 00 00 00	19.00
2018 03 12 00 00 00	19.03
2018 03 13 00 00 00	19.11
2018 03 14 00 00 00	19.11
2018 03 15 00 00 00	18.99
2018 03 16 00 00 00	20.23
2018 03 17 00 00 00	19.29
2018 03 18 00 00 00	18.89
2018 03 19 00 00 00	18.87
2018 03 20 00 00 00	18.88
2018 03 21 00 00 00	19.56
2018 03 22 00 00 00	18.99
2018 03 23 00 00 00	18.80
2018 03 24 00 00 00	18.77
2018 03 25 00 00 00	19.53
2018 03 26 00 00 00	19.57
2018 03 27 00 00 00	18.96
2018 03 28 00 00 00	18.89
2018 03 29 00 00 00	19.16
2018 03 30 00 00 00	19.28
2018 03 31 00 00 00	19.34
2018 04 01 00 00 00	19.45
2018 04 02 00 00 00	19.34
2018 04 03 00 00 00	19.99
2018 04 04 00 00 00	20.07
2018 04 05 00 00 00	19.56
2018 04 06 00 00 00	19.48
2018 04 07 00 00 00	19.42
2018 04 08 00 00 00	19.35
2018 04 09 00 00 00	19.80
2018 04 10 00 00 00	19.64
2018 04 11 00 00 00	19.66
2018 04 12 00 00 00	19.69
2018 04 13 00 00 00	19.66
2018 04 14 00 00 00	19.54
2018 04 15 00 00 00	19.79
2018 04 16 00 00 00	19.71
2018 04 17 00 00 00	19.40
2018 04 18 00 00 00	19.25
2018 04 19 00 00 00	19.12
2018 04 20 00 00 00	19.75
2018 04 21 00 00 00	20.36
2018 04 22 00 00 00	20.59
2018 04 23 00 00 00	20.48
2018 04 24 00 00 00	20.13
2018 04 25 00 00 00	19.68
2018 04 26 00 00 00	20.56
2018 04 27 00 00 00	20.74
2018 04 28 00 00 00	20.92
2018 04 29 00 00 00	21.07
2018 04 30 00 00 00	21.09
2018 05 01 00 00 00	20.85
2018 05 02 00 00 00	20.14
2018 05 03 00 00 00	19.66
2018 05 04 00 00 00	19.61
2018 05 05 00 00 00	19.95
2018 05 06 00 00 00	19.91
2018 05 07 00 00 00	19.95
2018 05 08 00 00 00	20.77
2018 05 09 00 00 00	21.57
2018 05 10 00 00 00	21.54
2018 05 11 00 00 00	21.35
2018 05 12 00 00 00	21.42
2018 05 13 00 00 00	21.97
2018 05 14 00 00 00	22.18
2018 05 15 00 00 00	22.19
2018 05 16 00 00 00	21.67
2018 05 17 00 00 00	21.33
2018 05 18 00 00 00	21.08
2018 05 19 00 00 00	21.24
2018 05 20 00 00 00	21.68
2018 05 21 00 00 00	21.91
2018 05 22 00 00 00	21.79
2018 05 23 00 00 00	21.81
2018 05 24 00 00 00	22.08
2018 05 25 00 00 00	22.31
2018 05 26 00 00 00	22.00
2018 05 27 00 00 00	21.60
2018 05 28 00 00 00	21.29
2018 05 29 00 00 00	21.27
2018 05 30 00 00 00	21.71
2018 05 31 00 00 00	22.46
2018 06 01 00 00 00	22.94
2018 06 02 00 00 00	23.16
2018 06 03 00 00 00	23.52
2018 06 04 00 00 00	23.79
2018 06 05 00 00 00	24.27
2018 06 06 00 00 00	24.25
2018 06 07 00 00 00	23.62
2018 06 08 00 00 00	23.79
2018 06 09 00 00 00	24.70
2018 06 10 00 00 00	25.38
2018 06 11 00 00 00	25.77
2018 06 12 00 00 00	25.69
2018 06 13 00 00 00	25.43
2018 06 14 00 00 00	25.62
2018 06 15 00 00 00	25.62
2018 06 16 00 00 00	25.50
2018 06 17 00 00 00	25.94
2018 06 18 00 00 00	25.41
2018 06 19 00 00 00	25.57
2018 06 20 00 00 00	25.54
2018 06 21 00 00 00	25.07
2018 06 22 00 00 00	24.89
2018 06 23 00 00 00	24.60
2018 06 24 00 00 00	24.36
2018 06 25 00 00 00	24.66
2018 06 26 00 00 00	24.82
2018 06 27 00 00 00	24.97
2018 06 28 00 00 00	24.85
2018 06 29 00 00 00	25.24
2018 06 30 00 00 00	25.92
2018 07 01 00 00 00	26.46
2018 07 02 00 00 00	25.80
2018 07 03 00 00 00	25.62
2018 07 04 00 00 00	25.98
2018 07 05 00 00 00	26.69
2018 07 06 00 00 00	27.01
2018 07 07 00 00 00	27.10
2018 07 08 00 00 00	27.07
2018 07 09 00 00 00	27.35
2018 07 10 00 00 00	27.11
2018 07 11 00 00 00	27.22
2018 07 12 00 00 00	27.13
2018 07 13 00 00 00	27.45
2018 07 14 00 00 00	27.71
2018 07 15 00 00 00	27.67
2018 07 16 00 00 00	27.38
2018 07 17 00 00 00	27.58
2018 07 18 00 00 00	27.57
2018 07 19 00 00 00	27.88
2018 07 20 00 00 00	27.55
2018 07 21 00 00 00	27.67
2018 07 22 00 00 00	28.21
2018 07 23 00 00 00	28.37
2018 07 24 00 00 00	27.34
2018 07 25 00 00 00	27.84
2018 07 26 00 00 00	28.00
2018 07 27 00 00 00	28.06
2018 07 28 00 00 00	27.62
2018 07 29 00 00 00	28.15
2018 07 30 00 00 00	27.99
2018 07 31 00 00 00	27.68
2018 08 01 00 00 00	27.35
2018 08 02 00 00 00	27.42
2018 08 03 00 00 00	27.69
2018 08 04 00 00 00	27.96
2018 08 05 00 00 00	28.02
2018 08 06 00 00 00	27.91
2018 08 07 00 00 00	27.54
2018 08 08 00 00 00	27.75
2018 08 09 00 00 00	28.33
2018 08 10 00 00 00	28.28
2018 08 11 00 00 00	28.13
2018 08 12 00 00 00	28.40
2018 08 13 00 00 00	27.38
2018 08 14 00 00 00	28.22
2018 08 15 00 00 00	27.89
2018 08 16 00 00 00	27.44
2018 08 17 00 00 00	27.75
2018 08 18 00 00 00	27.95
2018 08 19 00 00 00	28.35
2018 08 20 00 00 00	28.32
2018 08 21 00 00 00	28.32
2018 08 22 00 00 00	28.41
2018 08 23 00 00 00	28.66
2018 08 24 00 00 00	28.16
2018 08 25 00 00 00	28.49
2018 08 26 00 00 00	28.82
2018 08 27 00 00 00	28.33
2018 08 28 00 00 00	28.39
2018 08 29 00 00 00	27.79
2018 08 30 00 00 00	27.40
2018 08 31 00 00 00	27.84
2018 09 01 00 00 00	27.80
2018 09 02 00 00 00	27.94
2018 09 03 00 00 00	28.00
2018 09 04 00 00 00	28.33
2018 09 05 00 00 00	28.51
2018 09 06 00 00 00	28.58
2018 09 07 00 00 00	28.28
2018 09 08 00 00 00	28.94
2018 09 09 00 00 00	28.76
2018 09 10 00 00 00	28.01
2018 09 11 00 00 00	28.35
2018 09 12 00 00 00	28.07
2018 09 13 00 00 00	27.68
2018 09 14 00 00 00	27.78
2018 09 15 00 00 00	28.04
2018 09 16 00 00 00	27.89
2018 09 17 00 00 00	27.66
2018 09 18 00 00 00	27.76
2018 09 19 00 00 00	28.12
2018 09 20 00 00 00	28.77
2018 09 21 00 00 00	28.78
2018 09 22 00 00 00	28.47
2018 09 23 00 00 00	28.04
2018 09 24 00 00 00	28.18
2018 09 25 00 00 00	27.94
2018 09 26 00 00 00	28.41
2018 09 27 00 00 00	27.59
2018 09 28 00 00 00	28.15
2018 09 29 00 00 00	27.56
2018 09 30 00 00 00	27.29
2018 10 01 00 00 00	27.03
2018 10 02 00 00 00	26.99
2018 10 03 00 00 00	26.23
2018 10 04 00 00 00	25.10
2018 10 05 00 00 00	26.22
2018 10 06 00 00 00	26.90
2018 10 07 00 00 00	26.85
2018 10 08 00 00 00	26.80
2018 10 09 00 00 00	26.84
2018 10 10 00 00 00	26.84
2018 10 11 00 00 00	26.78
2018 10 12 00 00 00	26.68
2018 10 13 00 00 00	26.68
2018 10 14 00 00 00	26.58
2018 10 15 00 00 00	26.36
2018 10 16 00 00 00	26.39
2018 10 17 00 00 00	26.63
2018 10 18 00 00 00	26.26
2018 10 19 00 00 00	26.16
2018 10 20 00 00 00	26.22
2018 10 21 00 00 00	26.50
2018 10 22 00 00 00	26.10
2018 10 23 00 00 00	25.83
2018 10 24 00 00 00	25.74
2018 10 25 00 00 00	25.77
2018 10 26 00 00 00	25.44
2018 10 27 00 00 00	25.44
2018 10 28 00 00 00	25.03
2018 10 29 00 00 00	24.64
2018 10 30 00 00 00	24.38
2018 10 31 00 00 00	22.40
2018 11 01 00 00 00	23.46
2018 11 02 00 00 00	23.32
2018 11 03 00 00 00	21.61
2018 11 04 00 00 00	19.22
2018 11 05 00 00 00	21.58
2018 11 06 00 00 00	23.01
2018 11 07 00 00 00	22.96
2018 11 08 00 00 00	23.11
2018 11 09 00 00 00	23.16
2018 11 10 00 00 00	23.02
2018 11 11 00 00 00	23.01
2018 11 12 00 00 00	22.94
2018 11 13 00 00 00	23.09
2018 11 14 00 00 00	23.18
2018 11 15 00 00 00	23.28
2018 11 16 00 00 00	22.88
2018 11 17 00 00 00	22.71
2018 11 18 00 00 00	22.91
